modello,id_snippet,layer,probabilita_vergine,probabilita_attaccata
meta-llama/Llama-3.1-8B-Instruct,390,13,90.18,90.18
meta-llama/Llama-3.1-8B-Instruct,390,14,64.62,64.62
meta-llama/Llama-3.1-8B-Instruct,390,15,96.28,96.28
meta-llama/Llama-3.1-8B-Instruct,390,16,75.46,75.46
meta-llama/Llama-3.1-8B-Instruct,390,17,90.1,90.1
meta-llama/Llama-3.1-8B-Instruct,390,18,60.19,60.19
meta-llama/Llama-3.1-8B-Instruct,390,19,77.38,77.38
meta-llama/Llama-3.1-8B-Instruct,390,20,66.06,0.01
meta-llama/Llama-3.1-8B-Instruct,390,21,73.37,0.02
meta-llama/Llama-3.1-8B-Instruct,390,22,77.0,0.02
meta-llama/Llama-3.1-8B-Instruct,390,23,81.08,0.01
meta-llama/Llama-3.1-8B-Instruct,390,24,83.45,0.01
meta-llama/Llama-3.1-8B-Instruct,390,25,86.04,0.02
meta-llama/Llama-3.1-8B-Instruct,390,26,69.26,0.0
meta-llama/Llama-3.1-8B-Instruct,390,27,99.91,1.31
meta-llama/Llama-3.1-8B-Instruct,390,28,97.04,0.04
meta-llama/Llama-3.1-8B-Instruct,390,29,59.36,0.0
meta-llama/Llama-3.1-8B-Instruct,390,30,88.68,0.01
meta-llama/Llama-3.1-8B-Instruct,390,31,3.52,0.01
meta-llama/Llama-3.1-8B-Instruct,391,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,391,1,54.23,54.23
meta-llama/Llama-3.1-8B-Instruct,391,2,50.18,50.18
meta-llama/Llama-3.1-8B-Instruct,391,3,67.06,67.06
meta-llama/Llama-3.1-8B-Instruct,391,4,54.81,54.81
meta-llama/Llama-3.1-8B-Instruct,391,5,78.06,78.06
meta-llama/Llama-3.1-8B-Instruct,391,6,89.0,89.0
meta-llama/Llama-3.1-8B-Instruct,391,7,30.29,30.29
meta-llama/Llama-3.1-8B-Instruct,391,8,57.55,57.55
meta-llama/Llama-3.1-8B-Instruct,391,9,88.66,88.66
meta-llama/Llama-3.1-8B-Instruct,391,10,95.23,95.23
meta-llama/Llama-3.1-8B-Instruct,391,11,80.63,80.63
meta-llama/Llama-3.1-8B-Instruct,391,12,86.54,86.54
meta-llama/Llama-3.1-8B-Instruct,391,13,95.14,95.14
meta-llama/Llama-3.1-8B-Instruct,391,14,82.62,82.62
meta-llama/Llama-3.1-8B-Instruct,391,15,99.37,99.37
meta-llama/Llama-3.1-8B-Instruct,391,16,97.9,97.9
meta-llama/Llama-3.1-8B-Instruct,391,17,99.31,99.31
meta-llama/Llama-3.1-8B-Instruct,391,18,98.21,98.21
meta-llama/Llama-3.1-8B-Instruct,391,19,99.32,99.32
meta-llama/Llama-3.1-8B-Instruct,391,20,98.66,0.58
meta-llama/Llama-3.1-8B-Instruct,391,21,99.18,1.12
meta-llama/Llama-3.1-8B-Instruct,391,22,99.4,1.05
meta-llama/Llama-3.1-8B-Instruct,391,23,99.52,0.64
meta-llama/Llama-3.1-8B-Instruct,391,24,99.59,0.69
meta-llama/Llama-3.1-8B-Instruct,391,25,99.64,0.85
meta-llama/Llama-3.1-8B-Instruct,391,26,99.25,0.24
meta-llama/Llama-3.1-8B-Instruct,391,27,100.0,55.62
meta-llama/Llama-3.1-8B-Instruct,391,28,99.95,3.89
meta-llama/Llama-3.1-8B-Instruct,391,29,99.29,0.12
meta-llama/Llama-3.1-8B-Instruct,391,30,99.87,1.54
meta-llama/Llama-3.1-8B-Instruct,391,31,23.95,0.1
meta-llama/Llama-3.1-8B-Instruct,392,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,392,1,53.9,53.9
meta-llama/Llama-3.1-8B-Instruct,392,2,50.54,50.54
meta-llama/Llama-3.1-8B-Instruct,392,3,68.31,68.31
meta-llama/Llama-3.1-8B-Instruct,392,4,56.86,56.86
meta-llama/Llama-3.1-8B-Instruct,392,5,78.92,78.92
meta-llama/Llama-3.1-8B-Instruct,392,6,89.94,89.94
meta-llama/Llama-3.1-8B-Instruct,392,7,30.78,30.78
meta-llama/Llama-3.1-8B-Instruct,392,8,63.02,63.02
meta-llama/Llama-3.1-8B-Instruct,392,9,91.25,91.25
meta-llama/Llama-3.1-8B-Instruct,392,10,96.1,96.1
meta-llama/Llama-3.1-8B-Instruct,392,11,85.15,85.15
meta-llama/Llama-3.1-8B-Instruct,392,12,87.79,87.79
meta-llama/Llama-3.1-8B-Instruct,392,13,93.52,93.52
meta-llama/Llama-3.1-8B-Instruct,392,14,62.48,62.48
meta-llama/Llama-3.1-8B-Instruct,392,15,96.17,96.17
meta-llama/Llama-3.1-8B-Instruct,392,16,72.37,72.37
meta-llama/Llama-3.1-8B-Instruct,392,17,89.23,89.23
meta-llama/Llama-3.1-8B-Instruct,392,18,53.61,53.61
meta-llama/Llama-3.1-8B-Instruct,392,19,71.16,71.16
meta-llama/Llama-3.1-8B-Instruct,392,20,59.07,0.01
meta-llama/Llama-3.1-8B-Instruct,392,21,67.34,0.02
meta-llama/Llama-3.1-8B-Instruct,392,22,75.09,0.02
meta-llama/Llama-3.1-8B-Instruct,392,23,72.25,0.01
meta-llama/Llama-3.1-8B-Instruct,392,24,74.19,0.01
meta-llama/Llama-3.1-8B-Instruct,392,25,74.68,0.01
meta-llama/Llama-3.1-8B-Instruct,392,26,56.3,0.0
meta-llama/Llama-3.1-8B-Instruct,392,27,99.83,0.67
meta-llama/Llama-3.1-8B-Instruct,392,28,94.66,0.03
meta-llama/Llama-3.1-8B-Instruct,392,29,34.25,0.0
meta-llama/Llama-3.1-8B-Instruct,392,30,77.56,0.01
meta-llama/Llama-3.1-8B-Instruct,392,31,2.06,0.01
meta-llama/Llama-3.1-8B-Instruct,393,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,393,1,53.56,53.56
meta-llama/Llama-3.1-8B-Instruct,393,2,50.39,50.39
meta-llama/Llama-3.1-8B-Instruct,393,3,68.8,68.8
meta-llama/Llama-3.1-8B-Instruct,393,4,60.02,60.02
meta-llama/Llama-3.1-8B-Instruct,393,5,85.17,85.17
meta-llama/Llama-3.1-8B-Instruct,393,6,94.27,94.27
meta-llama/Llama-3.1-8B-Instruct,393,7,45.85,45.85
meta-llama/Llama-3.1-8B-Instruct,393,8,78.22,78.22
meta-llama/Llama-3.1-8B-Instruct,393,9,95.42,95.42
meta-llama/Llama-3.1-8B-Instruct,393,10,98.17,98.17
meta-llama/Llama-3.1-8B-Instruct,393,11,90.47,90.47
meta-llama/Llama-3.1-8B-Instruct,393,12,89.02,89.02
meta-llama/Llama-3.1-8B-Instruct,393,13,95.58,95.58
meta-llama/Llama-3.1-8B-Instruct,393,14,77.86,77.86
meta-llama/Llama-3.1-8B-Instruct,393,15,98.15,98.15
meta-llama/Llama-3.1-8B-Instruct,393,16,82.45,82.45
meta-llama/Llama-3.1-8B-Instruct,393,17,91.99,91.99
meta-llama/Llama-3.1-8B-Instruct,393,18,72.09,72.09
meta-llama/Llama-3.1-8B-Instruct,393,19,89.24,89.24
meta-llama/Llama-3.1-8B-Instruct,393,20,79.65,0.03
meta-llama/Llama-3.1-8B-Instruct,393,21,85.14,0.05
meta-llama/Llama-3.1-8B-Instruct,393,22,90.26,0.05
meta-llama/Llama-3.1-8B-Instruct,393,23,93.06,0.03
meta-llama/Llama-3.1-8B-Instruct,393,24,93.46,0.03
meta-llama/Llama-3.1-8B-Instruct,393,25,93.52,0.03
meta-llama/Llama-3.1-8B-Instruct,393,26,85.7,0.01
meta-llama/Llama-3.1-8B-Instruct,393,27,99.97,3.68
meta-llama/Llama-3.1-8B-Instruct,393,28,99.04,0.11
meta-llama/Llama-3.1-8B-Instruct,393,29,82.98,0.0
meta-llama/Llama-3.1-8B-Instruct,393,30,95.12,0.02
meta-llama/Llama-3.1-8B-Instruct,393,31,6.18,0.02
meta-llama/Llama-3.1-8B-Instruct,394,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,394,1,54.49,54.49
meta-llama/Llama-3.1-8B-Instruct,394,2,51.48,51.48
meta-llama/Llama-3.1-8B-Instruct,394,3,69.04,69.04
meta-llama/Llama-3.1-8B-Instruct,394,4,58.09,58.09
meta-llama/Llama-3.1-8B-Instruct,394,5,82.63,82.63
meta-llama/Llama-3.1-8B-Instruct,394,6,93.28,93.28
meta-llama/Llama-3.1-8B-Instruct,394,7,41.69,41.69
meta-llama/Llama-3.1-8B-Instruct,394,8,77.18,77.18
meta-llama/Llama-3.1-8B-Instruct,394,9,95.75,95.75
meta-llama/Llama-3.1-8B-Instruct,394,10,98.15,98.15
meta-llama/Llama-3.1-8B-Instruct,394,11,86.64,86.64
meta-llama/Llama-3.1-8B-Instruct,394,12,86.58,86.58
meta-llama/Llama-3.1-8B-Instruct,394,13,93.91,93.91
meta-llama/Llama-3.1-8B-Instruct,394,14,71.98,71.98
meta-llama/Llama-3.1-8B-Instruct,394,15,96.92,96.92
meta-llama/Llama-3.1-8B-Instruct,394,16,77.01,77.01
meta-llama/Llama-3.1-8B-Instruct,394,17,91.42,91.42
meta-llama/Llama-3.1-8B-Instruct,394,18,67.04,67.04
meta-llama/Llama-3.1-8B-Instruct,394,19,85.51,85.51
meta-llama/Llama-3.1-8B-Instruct,394,20,73.39,0.02
meta-llama/Llama-3.1-8B-Instruct,394,21,79.19,0.04
meta-llama/Llama-3.1-8B-Instruct,394,22,83.82,0.04
meta-llama/Llama-3.1-8B-Instruct,394,23,90.11,0.03
meta-llama/Llama-3.1-8B-Instruct,394,24,89.04,0.02
meta-llama/Llama-3.1-8B-Instruct,394,25,89.24,0.03
meta-llama/Llama-3.1-8B-Instruct,394,26,77.77,0.01
meta-llama/Llama-3.1-8B-Instruct,394,27,99.94,4.25
meta-llama/Llama-3.1-8B-Instruct,394,28,98.44,0.15
meta-llama/Llama-3.1-8B-Instruct,394,29,79.52,0.0
meta-llama/Llama-3.1-8B-Instruct,394,30,94.49,0.04
meta-llama/Llama-3.1-8B-Instruct,394,31,8.54,0.03
meta-llama/Llama-3.1-8B-Instruct,395,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,395,1,50.96,50.96
meta-llama/Llama-3.1-8B-Instruct,395,2,44.57,44.57
meta-llama/Llama-3.1-8B-Instruct,395,3,58.82,58.82
meta-llama/Llama-3.1-8B-Instruct,395,4,39.92,39.92
meta-llama/Llama-3.1-8B-Instruct,395,5,62.25,62.25
meta-llama/Llama-3.1-8B-Instruct,395,6,78.38,78.38
meta-llama/Llama-3.1-8B-Instruct,395,7,15.54,15.54
meta-llama/Llama-3.1-8B-Instruct,395,8,32.73,32.73
meta-llama/Llama-3.1-8B-Instruct,395,9,74.82,74.82
meta-llama/Llama-3.1-8B-Instruct,395,10,86.82,86.82
meta-llama/Llama-3.1-8B-Instruct,395,11,48.82,48.82
meta-llama/Llama-3.1-8B-Instruct,395,12,62.08,62.08
meta-llama/Llama-3.1-8B-Instruct,395,13,77.6,77.6
meta-llama/Llama-3.1-8B-Instruct,395,14,42.02,42.02
meta-llama/Llama-3.1-8B-Instruct,395,15,92.96,92.96
meta-llama/Llama-3.1-8B-Instruct,395,16,60.21,60.21
meta-llama/Llama-3.1-8B-Instruct,395,17,90.27,90.27
meta-llama/Llama-3.1-8B-Instruct,395,18,68.47,68.47
meta-llama/Llama-3.1-8B-Instruct,395,19,71.56,71.56
meta-llama/Llama-3.1-8B-Instruct,395,20,52.92,0.01
meta-llama/Llama-3.1-8B-Instruct,395,21,67.37,0.02
meta-llama/Llama-3.1-8B-Instruct,395,22,77.3,0.04
meta-llama/Llama-3.1-8B-Instruct,395,23,81.79,0.04
meta-llama/Llama-3.1-8B-Instruct,395,24,86.87,0.04
meta-llama/Llama-3.1-8B-Instruct,395,25,85.92,0.04
meta-llama/Llama-3.1-8B-Instruct,395,26,75.75,0.01
meta-llama/Llama-3.1-8B-Instruct,395,27,99.94,3.57
meta-llama/Llama-3.1-8B-Instruct,395,28,98.32,0.19
meta-llama/Llama-3.1-8B-Instruct,395,29,58.96,0.0
meta-llama/Llama-3.1-8B-Instruct,395,30,90.5,0.04
meta-llama/Llama-3.1-8B-Instruct,395,31,2.69,0.02
meta-llama/Llama-3.1-8B-Instruct,396,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,396,1,51.95,51.95
meta-llama/Llama-3.1-8B-Instruct,396,2,46.68,46.68
meta-llama/Llama-3.1-8B-Instruct,396,3,62.16,62.16
meta-llama/Llama-3.1-8B-Instruct,396,4,48.1,48.1
meta-llama/Llama-3.1-8B-Instruct,396,5,73.67,73.67
meta-llama/Llama-3.1-8B-Instruct,396,6,87.2,87.2
meta-llama/Llama-3.1-8B-Instruct,396,7,27.9,27.9
meta-llama/Llama-3.1-8B-Instruct,396,8,56.1,56.1
meta-llama/Llama-3.1-8B-Instruct,396,9,87.98,87.98
meta-llama/Llama-3.1-8B-Instruct,396,10,95.69,95.69
meta-llama/Llama-3.1-8B-Instruct,396,11,76.2,76.2
meta-llama/Llama-3.1-8B-Instruct,396,12,82.46,82.46
meta-llama/Llama-3.1-8B-Instruct,396,13,90.32,90.32
meta-llama/Llama-3.1-8B-Instruct,396,14,59.86,59.86
meta-llama/Llama-3.1-8B-Instruct,396,15,97.15,97.15
meta-llama/Llama-3.1-8B-Instruct,396,16,78.17,78.17
meta-llama/Llama-3.1-8B-Instruct,396,17,94.92,94.92
meta-llama/Llama-3.1-8B-Instruct,396,18,79.91,79.91
meta-llama/Llama-3.1-8B-Instruct,396,19,86.37,86.37
meta-llama/Llama-3.1-8B-Instruct,396,20,73.6,0.02
meta-llama/Llama-3.1-8B-Instruct,396,21,81.11,0.03
meta-llama/Llama-3.1-8B-Instruct,396,22,86.41,0.04
meta-llama/Llama-3.1-8B-Instruct,396,23,88.85,0.03
meta-llama/Llama-3.1-8B-Instruct,396,24,92.6,0.03
meta-llama/Llama-3.1-8B-Instruct,396,25,91.29,0.03
meta-llama/Llama-3.1-8B-Instruct,396,26,78.53,0.01
meta-llama/Llama-3.1-8B-Instruct,396,27,99.96,1.84
meta-llama/Llama-3.1-8B-Instruct,396,28,98.58,0.08
meta-llama/Llama-3.1-8B-Instruct,396,29,69.69,0.0
meta-llama/Llama-3.1-8B-Instruct,396,30,92.4,0.02
meta-llama/Llama-3.1-8B-Instruct,396,31,2.62,0.01
meta-llama/Llama-3.1-8B-Instruct,397,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,397,1,54.12,54.12
meta-llama/Llama-3.1-8B-Instruct,397,2,51.05,51.05
meta-llama/Llama-3.1-8B-Instruct,397,3,70.17,70.17
meta-llama/Llama-3.1-8B-Instruct,397,4,60.21,60.21
meta-llama/Llama-3.1-8B-Instruct,397,5,83.99,83.99
meta-llama/Llama-3.1-8B-Instruct,397,6,93.95,93.95
meta-llama/Llama-3.1-8B-Instruct,397,7,43.62,43.62
meta-llama/Llama-3.1-8B-Instruct,397,8,79.69,79.69
meta-llama/Llama-3.1-8B-Instruct,397,9,95.76,95.76
meta-llama/Llama-3.1-8B-Instruct,397,10,98.48,98.48
meta-llama/Llama-3.1-8B-Instruct,397,11,93.07,93.07
meta-llama/Llama-3.1-8B-Instruct,397,12,91.65,91.65
meta-llama/Llama-3.1-8B-Instruct,397,13,96.9,96.9
meta-llama/Llama-3.1-8B-Instruct,397,14,87.06,87.06
meta-llama/Llama-3.1-8B-Instruct,397,15,99.04,99.04
meta-llama/Llama-3.1-8B-Instruct,397,16,93.5,93.5
meta-llama/Llama-3.1-8B-Instruct,397,17,97.86,97.86
meta-llama/Llama-3.1-8B-Instruct,397,18,90.34,90.34
meta-llama/Llama-3.1-8B-Instruct,397,19,96.44,96.44
meta-llama/Llama-3.1-8B-Instruct,397,20,94.73,0.12
meta-llama/Llama-3.1-8B-Instruct,397,21,96.19,0.2
meta-llama/Llama-3.1-8B-Instruct,397,22,98.07,0.28
meta-llama/Llama-3.1-8B-Instruct,397,23,98.66,0.18
meta-llama/Llama-3.1-8B-Instruct,397,24,98.75,0.16
meta-llama/Llama-3.1-8B-Instruct,397,25,98.89,0.18
meta-llama/Llama-3.1-8B-Instruct,397,26,97.19,0.04
meta-llama/Llama-3.1-8B-Instruct,397,27,99.99,16.65
meta-llama/Llama-3.1-8B-Instruct,397,28,99.83,0.69
meta-llama/Llama-3.1-8B-Instruct,397,29,97.16,0.02
meta-llama/Llama-3.1-8B-Instruct,397,30,99.38,0.22
meta-llama/Llama-3.1-8B-Instruct,397,31,11.13,0.03
meta-llama/Llama-3.1-8B-Instruct,398,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,398,1,53.04,53.04
meta-llama/Llama-3.1-8B-Instruct,398,2,48.37,48.37
meta-llama/Llama-3.1-8B-Instruct,398,3,64.83,64.83
meta-llama/Llama-3.1-8B-Instruct,398,4,49.64,49.64
meta-llama/Llama-3.1-8B-Instruct,398,5,74.05,74.05
meta-llama/Llama-3.1-8B-Instruct,398,6,88.92,88.92
meta-llama/Llama-3.1-8B-Instruct,398,7,34.31,34.31
meta-llama/Llama-3.1-8B-Instruct,398,8,64.47,64.47
meta-llama/Llama-3.1-8B-Instruct,398,9,93.82,93.82
meta-llama/Llama-3.1-8B-Instruct,398,10,97.53,97.53
meta-llama/Llama-3.1-8B-Instruct,398,11,83.78,83.78
meta-llama/Llama-3.1-8B-Instruct,398,12,85.75,85.75
meta-llama/Llama-3.1-8B-Instruct,398,13,92.32,92.32
meta-llama/Llama-3.1-8B-Instruct,398,14,68.97,68.97
meta-llama/Llama-3.1-8B-Instruct,398,15,97.97,97.97
meta-llama/Llama-3.1-8B-Instruct,398,16,82.42,82.42
meta-llama/Llama-3.1-8B-Instruct,398,17,95.85,95.85
meta-llama/Llama-3.1-8B-Instruct,398,18,80.09,80.09
meta-llama/Llama-3.1-8B-Instruct,398,19,89.52,89.52
meta-llama/Llama-3.1-8B-Instruct,398,20,82.58,0.04
meta-llama/Llama-3.1-8B-Instruct,398,21,87.01,0.06
meta-llama/Llama-3.1-8B-Instruct,398,22,89.15,0.06
meta-llama/Llama-3.1-8B-Instruct,398,23,93.33,0.06
meta-llama/Llama-3.1-8B-Instruct,398,24,93.96,0.06
meta-llama/Llama-3.1-8B-Instruct,398,25,94.19,0.07
meta-llama/Llama-3.1-8B-Instruct,398,26,85.04,0.02
meta-llama/Llama-3.1-8B-Instruct,398,27,99.97,7.28
meta-llama/Llama-3.1-8B-Instruct,398,28,98.76,0.21
meta-llama/Llama-3.1-8B-Instruct,398,29,84.32,0.01
meta-llama/Llama-3.1-8B-Instruct,398,30,96.56,0.08
meta-llama/Llama-3.1-8B-Instruct,398,31,4.53,0.02
meta-llama/Llama-3.1-8B-Instruct,399,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,399,1,55.02,55.02
meta-llama/Llama-3.1-8B-Instruct,399,2,52.55,52.55
meta-llama/Llama-3.1-8B-Instruct,399,3,71.06,71.06
meta-llama/Llama-3.1-8B-Instruct,399,4,61.92,61.92
meta-llama/Llama-3.1-8B-Instruct,399,5,82.32,82.32
meta-llama/Llama-3.1-8B-Instruct,399,6,90.76,90.76
meta-llama/Llama-3.1-8B-Instruct,399,7,32.31,32.31
meta-llama/Llama-3.1-8B-Instruct,399,8,68.78,68.78
meta-llama/Llama-3.1-8B-Instruct,399,9,91.33,91.33
meta-llama/Llama-3.1-8B-Instruct,399,10,95.04,95.04
meta-llama/Llama-3.1-8B-Instruct,399,11,83.52,83.52
meta-llama/Llama-3.1-8B-Instruct,399,12,83.85,83.85
meta-llama/Llama-3.1-8B-Instruct,399,13,93.75,93.75
meta-llama/Llama-3.1-8B-Instruct,399,14,75.78,75.78
meta-llama/Llama-3.1-8B-Instruct,399,15,96.18,96.18
meta-llama/Llama-3.1-8B-Instruct,399,16,82.56,82.56
meta-llama/Llama-3.1-8B-Instruct,399,17,89.13,89.13
meta-llama/Llama-3.1-8B-Instruct,399,18,71.58,71.58
meta-llama/Llama-3.1-8B-Instruct,399,19,90.63,90.63
meta-llama/Llama-3.1-8B-Instruct,399,20,82.84,0.04
meta-llama/Llama-3.1-8B-Instruct,399,21,87.49,0.08
meta-llama/Llama-3.1-8B-Instruct,399,22,90.11,0.08
meta-llama/Llama-3.1-8B-Instruct,399,23,92.03,0.05
meta-llama/Llama-3.1-8B-Instruct,399,24,92.05,0.05
meta-llama/Llama-3.1-8B-Instruct,399,25,92.65,0.06
meta-llama/Llama-3.1-8B-Instruct,399,26,83.63,0.02
meta-llama/Llama-3.1-8B-Instruct,399,27,99.96,7.66
meta-llama/Llama-3.1-8B-Instruct,399,28,98.42,0.21
meta-llama/Llama-3.1-8B-Instruct,399,29,83.52,0.01
meta-llama/Llama-3.1-8B-Instruct,399,30,97.13,0.12
meta-llama/Llama-3.1-8B-Instruct,399,31,9.35,0.04
meta-llama/Llama-3.1-8B-Instruct,400,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,400,1,54.06,54.06
meta-llama/Llama-3.1-8B-Instruct,400,2,50.37,50.37
meta-llama/Llama-3.1-8B-Instruct,400,3,67.82,67.82
meta-llama/Llama-3.1-8B-Instruct,400,4,54.79,54.79
meta-llama/Llama-3.1-8B-Instruct,400,5,75.45,75.45
meta-llama/Llama-3.1-8B-Instruct,400,6,89.94,89.94
meta-llama/Llama-3.1-8B-Instruct,400,7,38.7,38.7
meta-llama/Llama-3.1-8B-Instruct,400,8,76.75,76.75
meta-llama/Llama-3.1-8B-Instruct,400,9,97.15,97.15
meta-llama/Llama-3.1-8B-Instruct,400,10,98.74,98.74
meta-llama/Llama-3.1-8B-Instruct,400,11,90.15,90.15
meta-llama/Llama-3.1-8B-Instruct,400,12,91.63,91.63
meta-llama/Llama-3.1-8B-Instruct,400,13,94.6,94.6
meta-llama/Llama-3.1-8B-Instruct,400,14,80.32,80.32
meta-llama/Llama-3.1-8B-Instruct,400,15,99.02,99.02
meta-llama/Llama-3.1-8B-Instruct,400,16,94.94,94.94
meta-llama/Llama-3.1-8B-Instruct,400,17,98.57,98.57
meta-llama/Llama-3.1-8B-Instruct,400,18,94.88,94.88
meta-llama/Llama-3.1-8B-Instruct,400,19,98.35,98.35
meta-llama/Llama-3.1-8B-Instruct,400,20,97.72,0.35
meta-llama/Llama-3.1-8B-Instruct,400,21,98.52,0.64
meta-llama/Llama-3.1-8B-Instruct,400,22,98.86,0.61
meta-llama/Llama-3.1-8B-Instruct,400,23,99.34,0.53
meta-llama/Llama-3.1-8B-Instruct,400,24,99.53,0.69
meta-llama/Llama-3.1-8B-Instruct,400,25,99.53,0.8
meta-llama/Llama-3.1-8B-Instruct,400,26,99.19,0.3
meta-llama/Llama-3.1-8B-Instruct,400,27,100.0,63.63
meta-llama/Llama-3.1-8B-Instruct,400,28,99.95,5.58
meta-llama/Llama-3.1-8B-Instruct,400,29,99.24,0.17
meta-llama/Llama-3.1-8B-Instruct,400,30,99.83,1.66
meta-llama/Llama-3.1-8B-Instruct,400,31,32.7,0.2
meta-llama/Llama-3.1-8B-Instruct,401,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,401,1,54.81,54.81
meta-llama/Llama-3.1-8B-Instruct,401,2,51.73,51.73
meta-llama/Llama-3.1-8B-Instruct,401,3,69.66,69.66
meta-llama/Llama-3.1-8B-Instruct,401,4,60.01,60.01
meta-llama/Llama-3.1-8B-Instruct,401,5,84.37,84.37
meta-llama/Llama-3.1-8B-Instruct,401,6,93.95,93.95
meta-llama/Llama-3.1-8B-Instruct,401,7,49.83,49.83
meta-llama/Llama-3.1-8B-Instruct,401,8,84.71,84.71
meta-llama/Llama-3.1-8B-Instruct,401,9,97.25,97.25
meta-llama/Llama-3.1-8B-Instruct,401,10,99.03,99.03
meta-llama/Llama-3.1-8B-Instruct,401,11,94.32,94.32
meta-llama/Llama-3.1-8B-Instruct,401,12,93.8,93.8
meta-llama/Llama-3.1-8B-Instruct,401,13,97.87,97.87
meta-llama/Llama-3.1-8B-Instruct,401,14,88.01,88.01
meta-llama/Llama-3.1-8B-Instruct,401,15,99.34,99.34
meta-llama/Llama-3.1-8B-Instruct,401,16,95.58,95.58
meta-llama/Llama-3.1-8B-Instruct,401,17,98.92,98.92
meta-llama/Llama-3.1-8B-Instruct,401,18,96.25,96.25
meta-llama/Llama-3.1-8B-Instruct,401,19,98.39,98.39
meta-llama/Llama-3.1-8B-Instruct,401,20,97.88,0.32
meta-llama/Llama-3.1-8B-Instruct,401,21,98.57,0.56
meta-llama/Llama-3.1-8B-Instruct,401,22,99.35,0.8
meta-llama/Llama-3.1-8B-Instruct,401,23,99.66,0.7
meta-llama/Llama-3.1-8B-Instruct,401,24,99.78,0.92
meta-llama/Llama-3.1-8B-Instruct,401,25,99.74,0.72
meta-llama/Llama-3.1-8B-Instruct,401,26,99.49,0.23
meta-llama/Llama-3.1-8B-Instruct,401,27,100.0,50.92
meta-llama/Llama-3.1-8B-Instruct,401,28,99.98,4.64
meta-llama/Llama-3.1-8B-Instruct,401,29,99.6,0.1
meta-llama/Llama-3.1-8B-Instruct,401,30,99.91,1.53
meta-llama/Llama-3.1-8B-Instruct,401,31,25.84,0.11
meta-llama/Llama-3.1-8B-Instruct,402,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,402,1,53.95,53.95
meta-llama/Llama-3.1-8B-Instruct,402,2,50.56,50.56
meta-llama/Llama-3.1-8B-Instruct,402,3,67.8,67.8
meta-llama/Llama-3.1-8B-Instruct,402,4,53.05,53.05
meta-llama/Llama-3.1-8B-Instruct,402,5,78.24,78.24
meta-llama/Llama-3.1-8B-Instruct,402,6,90.66,90.66
meta-llama/Llama-3.1-8B-Instruct,402,7,35.59,35.59
meta-llama/Llama-3.1-8B-Instruct,402,8,70.62,70.62
meta-llama/Llama-3.1-8B-Instruct,402,9,93.93,93.93
meta-llama/Llama-3.1-8B-Instruct,402,10,96.81,96.81
meta-llama/Llama-3.1-8B-Instruct,402,11,81.97,81.97
meta-llama/Llama-3.1-8B-Instruct,402,12,82.53,82.53
meta-llama/Llama-3.1-8B-Instruct,402,13,92.42,92.42
meta-llama/Llama-3.1-8B-Instruct,402,14,65.55,65.55
meta-llama/Llama-3.1-8B-Instruct,402,15,97.34,97.34
meta-llama/Llama-3.1-8B-Instruct,402,16,83.25,83.25
meta-llama/Llama-3.1-8B-Instruct,402,17,92.06,92.06
meta-llama/Llama-3.1-8B-Instruct,402,18,73.05,73.05
meta-llama/Llama-3.1-8B-Instruct,402,19,91.99,91.99
meta-llama/Llama-3.1-8B-Instruct,402,20,87.79,0.05
meta-llama/Llama-3.1-8B-Instruct,402,21,91.62,0.09
meta-llama/Llama-3.1-8B-Instruct,402,22,93.64,0.08
meta-llama/Llama-3.1-8B-Instruct,402,23,95.77,0.06
meta-llama/Llama-3.1-8B-Instruct,402,24,96.12,0.05
meta-llama/Llama-3.1-8B-Instruct,402,25,96.19,0.06
meta-llama/Llama-3.1-8B-Instruct,402,26,90.68,0.01
meta-llama/Llama-3.1-8B-Instruct,402,27,99.98,7.1
meta-llama/Llama-3.1-8B-Instruct,402,28,99.38,0.24
meta-llama/Llama-3.1-8B-Instruct,402,29,90.49,0.01
meta-llama/Llama-3.1-8B-Instruct,402,30,98.16,0.1
meta-llama/Llama-3.1-8B-Instruct,402,31,9.68,0.03
meta-llama/Llama-3.1-8B-Instruct,403,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,403,1,52.69,52.69
meta-llama/Llama-3.1-8B-Instruct,403,2,47.88,47.88
meta-llama/Llama-3.1-8B-Instruct,403,3,62.79,62.79
meta-llama/Llama-3.1-8B-Instruct,403,4,47.37,47.37
meta-llama/Llama-3.1-8B-Instruct,403,5,70.25,70.25
meta-llama/Llama-3.1-8B-Instruct,403,6,82.44,82.44
