id_snippet,modello,layer_attaccato,moltiplicatore,target_vero,predizione_baseline,predizione_post_steering,codice_originale
549,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void park_frame_worker_threads(FrameThreadContext *fctx, int thread_count)

{

    int i;



    for (i = 0; i < thread_count; i++) {

        PerThreadContext *p = &fctx->threads[i];



        if (p->state != STATE_INPUT_READY) {

            pthread_mutex_lock(&p->progress_mutex);

            while (p->state != STATE_INPUT_READY)

                pthread_cond_wait(&p->output_cond, &p->progress_mutex);

            pthread_mutex_unlock(&p->progress_mutex);

        }


    }

}"
550,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void gen_slbmfee(DisasContext *ctx)

{

#if defined(CONFIG_USER_ONLY)

    gen_inval_exception(ctx, POWERPC_EXCP_PRIV_REG);

#else

    if (unlikely(ctx->pr)) {

        gen_inval_exception(ctx, POWERPC_EXCP_PRIV_REG);

        return;

    }

    gen_helper_load_slb_esid(cpu_gpr[rS(ctx->opcode)], cpu_env,

                             cpu_gpr[rB(ctx->opcode)]);

#endif

}
"
551,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static CharDriverState *qmp_chardev_open_serial(ChardevHostdev *serial,

                                                Error **errp)

{

#ifdef HAVE_CHARDEV_TTY

    int fd;



    fd = qmp_chardev_open_file_source(serial->device, O_RDWR, errp);

    if (error_is_set(errp)) {

        return NULL;

    }

    qemu_set_nonblock(fd);

    return qemu_chr_open_tty_fd(fd);

#else

    error_setg(errp, ""character device backend type 'serial' not supported"");

    return NULL;

#endif

}
"
552,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int skip_data_stream_element(AACContext *ac, GetBitContext *gb)

{

    int byte_align = get_bits1(gb);

    int count = get_bits(gb, 8);

    if (count == 255)

        count += get_bits(gb, 8);

    if (byte_align)

        align_get_bits(gb);



    if (get_bits_left(gb) < 8 * count) {

        av_log(ac->avctx, AV_LOG_ERROR, overread_err);

        return -1;

    }

    skip_bits_long(gb, 8 * count);

    return 0;

}
"
553,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void qbus_initfn(Object *obj)

{

    BusState *bus = BUS(obj);



    QTAILQ_INIT(&bus->children);

    object_property_add_link(obj, QDEV_HOTPLUG_HANDLER_PROPERTY,

                             TYPE_HOTPLUG_HANDLER,

                             (Object **)&bus->hotplug_handler, NULL);

    object_property_add_bool(obj, ""realized"",

                             bus_get_realized, bus_set_realized, NULL);

}
"
554,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void palette8tobgr32(const uint8_t *src, uint8_t *dst, long num_pixels, const uint8_t *palette)

{

	long i;

	for(i=0; i<num_pixels; i++)

	{

		#ifdef WORDS_BIGENDIAN

			dst[3]= palette[ src[i]*4+0 ];

			dst[2]= palette[ src[i]*4+1 ];

			dst[1]= palette[ src[i]*4+2 ];

		#else

			//FIXME slow?

			dst[0]= palette[ src[i]*4+0 ];

			dst[1]= palette[ src[i]*4+1 ];

			dst[2]= palette[ src[i]*4+2 ];

			//dst[3]= 0; /* do we need this cleansing? */

		#endif



		dst+= 4;

	}

}
"
555,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static uint32_t pci_unin_main_config_readl (void *opaque,

                                            target_phys_addr_t addr)

{

    UNINState *s = opaque;

    uint32_t val;



    val = s->config_reg;

#ifdef TARGET_WORDS_BIGENDIAN

    val = bswap32(val);

#endif

    UNIN_DPRINTF(""config_readl addr "" TARGET_FMT_plx "" val %x\n"", addr, val);



    return val;

}
"
556,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void do_info_trace(Monitor *mon)

{

    st_print_trace((FILE *)mon, &monitor_fprintf);

}
"
557,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void t_gen_lsl(TCGv d, TCGv a, TCGv b)

{

	TCGv t0, t_31;



	t0 = tcg_temp_new(TCG_TYPE_TL);

	t_31 = tcg_temp_new(TCG_TYPE_TL);

	tcg_gen_shl_tl(d, a, b);



	tcg_gen_movi_tl(t_31, 31);

	tcg_gen_sub_tl(t0, t_31, b);

	tcg_gen_sar_tl(t0, t0, t_31);

	tcg_gen_and_tl(t0, t0, d);

	tcg_gen_xor_tl(d, d, t0);

	tcg_temp_free(t0);

	tcg_temp_free(t_31);

}
"
558,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int av_dict_set_fxp(AVDictionary **pm, const char *key, uint64_t value, unsigned int digits,

                int flags)

{

    char valuestr[44];

    snprintf(valuestr, sizeof(valuestr), ""%""PRId64"".%0*""PRId64,

             value / PRECISION, digits, ( value % PRECISION ) / ( PRECISION / uintpow(10,digits) ));

    return av_dict_set(pm, key, valuestr, flags);

}
"
559,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void GCC_FMT_ATTR(2, 3) qtest_sendf(CharBackend *chr,

                                           const char *fmt, ...)

{

    va_list ap;

    gchar *buffer;



    va_start(ap, fmt);

    buffer = g_strdup_vprintf(fmt, ap);

    qtest_send(chr, buffer);


    va_end(ap);

}"
560,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int coroutine_fn raw_co_write_zeroes(

    BlockDriverState *bs, int64_t sector_num,

    int nb_sectors, BdrvRequestFlags flags)

{

    BDRVRawState *s = bs->opaque;



    if (!(flags & BDRV_REQ_MAY_UNMAP)) {

        return -ENOTSUP;

    }

    if (!s->discard_zeroes) {

        return -ENOTSUP;

    }

    return paio_submit_co(bs, s->fd, sector_num, NULL, nb_sectors,

                          QEMU_AIO_DISCARD);

}
"
561,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int32_t scalarproduct_and_madd_int16_c(int16_t *v1, const int16_t *v2,

                                              const int16_t *v3,

                                              int order, int mul)

{

    int res = 0;



    while (order--) {

        res   += *v1 * *v2++;

        *v1++ += mul * *v3++;

    }

    return res;

}
"
562,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static inline int l3_unscale(int value, int exponent)

{

    unsigned int m;

    int e;



    e  = table_4_3_exp  [4 * value + (exponent & 3)];

    m  = table_4_3_value[4 * value + (exponent & 3)];

    e -= exponent >> 2;

#ifdef DEBUG

    if(e < 1)

        av_log(NULL, AV_LOG_WARNING, ""l3_unscale: e is %d\n"", e);

#endif

    if (e > (SUINT)31)

        return 0;

    m = (m + (1 << (e - 1))) >> e;



    return m;

}
"
563,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void coroutine_fn qemu_co_mutex_lock(CoMutex *mutex)

{

    Coroutine *self = qemu_coroutine_self();



    trace_qemu_co_mutex_lock_entry(mutex, self);



    while (mutex->locked) {

        qemu_co_queue_wait(&mutex->queue);

    }



    mutex->locked = true;




    trace_qemu_co_mutex_lock_return(mutex, self);

}"
564,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void do_4xx_tlbsx_ (void)

{

    int tmp = xer_ov;



    T0 = ppcemb_tlb_search(env, T0, env->spr[SPR_40x_PID]);

    if (T0 != -1)

        tmp |= 0x02;

    env->crf[0] = tmp;

}
"
565,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int handle_update_file_cred(int dirfd, const char *name, FsCred *credp)

{

    int fd, ret;

    fd = openat(dirfd, name, O_NONBLOCK | O_NOFOLLOW);

    if (fd < 0) {

        return fd;

    }

    ret = fchmod(fd, credp->fc_mode & 07777);

    if (ret < 0) {

        goto err_out;

    }

    ret = fchownat(fd, """", credp->fc_uid, credp->fc_gid, AT_EMPTY_PATH);

err_out:

    close(fd);

    return ret;

}
"
566,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int get_buffer(QEMUFile *f, void *pv, size_t size)

{

    uint8_t *v = pv;

    qemu_get_buffer(f, v, size);

    return 0;

}
"
567,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void test_bmdma_setup(void)

{

    ide_test_start(

        ""-vnc none ""

        ""-drive file=%s,if=ide,serial=%s,cache=writeback ""

        ""-global ide-hd.ver=%s"",

        tmp_path, ""testdisk"", ""version"");

}
"
568,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"vu_queue_flush(VuDev *dev, VuVirtq *vq, unsigned int count)

{

    uint16_t old, new;



    if (unlikely(dev->broken)) {

        return;

    }



    /* Make sure buffer is written before we update index. */

    smp_wmb();



    old = vq->used_idx;

    new = old + count;

    vring_used_idx_set(dev, vq, new);

    vq->inuse -= count;

    if (unlikely((int16_t)(new - vq->signalled_used) < (uint16_t)(new - old))) {

        vq->signalled_used_valid = false;

    }

}
"
569,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void gen_exception_return(DisasContext *s, TCGv pc)

{

    TCGv tmp;

    store_reg(s, 15, pc);

    tmp = load_cpu_field(spsr);

    gen_set_cpsr(tmp, 0xffffffff);

    dead_tmp(tmp);

    s->is_jmp = DISAS_UPDATE;

}
"
570,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void gen_rfci(DisasContext *ctx)

{

#if defined(CONFIG_USER_ONLY)

    gen_inval_exception(ctx, POWERPC_EXCP_PRIV_OPC);

#else

    if (unlikely(ctx->pr)) {

        gen_inval_exception(ctx, POWERPC_EXCP_PRIV_OPC);

        return;

    }

    /* Restore CPU state */

    gen_helper_rfci(cpu_env);

    gen_sync_exception(ctx);

#endif

}
"
571,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"int64_t xbzrle_cache_resize(int64_t new_size)

{

    if (new_size < TARGET_PAGE_SIZE) {

        return -1;

    }



    if (XBZRLE.cache != NULL) {

        return cache_resize(XBZRLE.cache, new_size / TARGET_PAGE_SIZE) *

            TARGET_PAGE_SIZE;

    }

    return pow2floor(new_size);

}
"
572,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void qvirtio_pci_foreach(QPCIBus *bus, uint16_t device_type,

                void (*func)(QVirtioDevice *d, void *data), void *data)

{

    QVirtioPCIForeachData d = { .func = func,

                                .device_type = device_type,

                                .user_data = data };



    qpci_device_foreach(bus, PCI_VENDOR_ID_REDHAT_QUMRANET, -1,

                                qvirtio_pci_foreach_callback, &d);

}
"
573,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static bool is_special_wait_psw(CPUState *cs)

{

    /* signal quiesce */

    return cs->kvm_run->psw_addr == 0xfffUL;

}
"
574,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void yuv_a_to_rgba(const uint8_t *ycbcr, const uint8_t *alpha, uint32_t *rgba, int num_values)

{

    const uint8_t *cm = ff_crop_tab + MAX_NEG_CROP;

    uint8_t r, g, b;

    int i, y, cb, cr;

    int r_add, g_add, b_add;



    for (i = num_values; i > 0; i--) {

        y = *ycbcr++;

        cr = *ycbcr++;

        cb = *ycbcr++;

        YUV_TO_RGB1_CCIR(cb, cr);

        YUV_TO_RGB2_CCIR(r, g, b, y);

        *rgba++ = (*alpha++ << 24) | (r << 16) | (g << 8) | b;

    }

}
"
575,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void scsi_req_dequeue(SCSIRequest *req)

{

    trace_scsi_req_dequeue(req->dev->id, req->lun, req->tag);

    if (req->enqueued) {

        QTAILQ_REMOVE(&req->dev->requests, req, next);

        req->enqueued = false;

        scsi_req_unref(req);

    }

}
"
576,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void do_POWER_abso (void)

{

    if (T0 == INT32_MIN) {

        T0 = INT32_MAX;

        xer_ov = 1;

        xer_so = 1;

    } else {

        T0 = -T0;

        xer_ov = 0;

    }

}
"
577,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void rgb16tobgr32(const uint8_t *src, uint8_t *dst, unsigned int src_size)

{

	const uint16_t *end;

	uint8_t *d = (uint8_t *)dst;

	const uint16_t *s = (uint16_t *)src;

	end = s + src_size/2;

	while(s < end)

	{

		register uint16_t bgr;

		bgr = *s++;

		*d++ = (bgr&0xF800)>>8;

		*d++ = (bgr&0x7E0)>>3;

		*d++ = (bgr&0x1F)<<3;

		*d++ = 0;

	}

}
"
578,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void perf_lifecycle(void)

{

    Coroutine *coroutine;

    unsigned int i, max;

    double duration;



    max = 1000000;



    g_test_timer_start();

    for (i = 0; i < max; i++) {

        coroutine = qemu_coroutine_create(empty_coroutine);

        qemu_coroutine_enter(coroutine, NULL);

    }

    duration = g_test_timer_elapsed();



    g_test_message(""Lifecycle %u iterations: %f s\n"", max, duration);

}
"
579,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void do_change(const char *device, const char *target)

{

    if (strcmp(device, ""vnc"") == 0) {

	do_change_vnc(target);

    } else {

	do_change_block(device, target);

    }

}
"
580,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static CharDriverState *qemu_chr_open_pp_fd(int fd)

{

    CharDriverState *chr;

    ParallelCharDriver *drv;



    if (ioctl(fd, PPCLAIM) < 0) {

        close(fd);

        return NULL;

    }



    drv = g_malloc0(sizeof(ParallelCharDriver));

    drv->fd = fd;

    drv->mode = IEEE1284_MODE_COMPAT;



    chr = qemu_chr_alloc();

    chr->chr_write = null_chr_write;

    chr->chr_ioctl = pp_ioctl;

    chr->chr_close = pp_close;

    chr->opaque = drv;



    return chr;

}
"
581,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void celt_search_for_dual_stereo(OpusPsyContext *s, CeltFrame *f)
{
    float td1, td2;
    f->dual_stereo = 0;
    bands_dist(s, f, &td1);
    f->dual_stereo = 1;
    bands_dist(s, f, &td2);
    f->dual_stereo = td2 < td1;
    s->dual_stereo_used += td2 < td1;
}"
582,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void guest_fsfreeze_cleanup(void)

{

    int64_t ret;

    Error *err = NULL;



    if (ga_is_frozen(ga_state) == GUEST_FSFREEZE_STATUS_FROZEN) {

        ret = qmp_guest_fsfreeze_thaw(&err);

        if (ret < 0 || err) {

            slog(""failed to clean up frozen filesystems"");

        }

    }

}
"
583,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void *g_try_malloc(size_t n_bytes)

{

    __coverity_negative_sink__(n_bytes);

    return malloc(n_bytes == 0 ? 1 : n_bytes);

}
"
584,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int xv_write_trailer(AVFormatContext *s)

{

    XVContext *xv = s->priv_data;



    XShmDetach(xv->display, &xv->yuv_shminfo);

    shmdt(xv->yuv_image->data);

    XFree(xv->yuv_image);


    XCloseDisplay(xv->display);

    return 0;

}"
585,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void vty_putchars(VIOsPAPRDevice *sdev, uint8_t *buf, int len)

{

    VIOsPAPRVTYDevice *dev = VIO_SPAPR_VTY_DEVICE(sdev);



    /* FIXME: should check the qemu_chr_fe_write() return value */

    qemu_chr_fe_write(dev->chardev, buf, len);

}
"
586,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int get_uint8_equal(QEMUFile *f, void *pv, size_t size)

{

    uint8_t *v = pv;

    uint8_t v2;

    qemu_get_8s(f, &v2);



    if (*v == v2) {

        return 0;

    }

    return -EINVAL;

}
"
587,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void rtce_init(VIOsPAPRDevice *dev)

{

    size_t size = (dev->rtce_window_size >> SPAPR_VIO_TCE_PAGE_SHIFT)

        * sizeof(VIOsPAPR_RTCE);



    if (size) {

        dev->rtce_table = kvmppc_create_spapr_tce(dev->reg,

                                                  dev->rtce_window_size,

                                                  &dev->kvmtce_fd);



        if (!dev->rtce_table) {

            dev->rtce_table = g_malloc0(size);

        }

    }

}
"
588,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static inline int onenand_load_main(OneNANDState *s, int sec, int secn,

                void *dest)

{

    if (s->blk_cur) {

        return blk_read(s->blk_cur, sec, dest, secn) < 0;

    } else if (sec + secn > s->secs_cur) {

        return 1;

    }



    memcpy(dest, s->current + (sec << 9), secn << 9);



    return 0;

}
"
589,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void machine_register_compat_props(MachineState *machine)

{

    MachineClass *mc = MACHINE_GET_CLASS(machine);

    int i;

    GlobalProperty *p;



    if (!mc->compat_props) {

        return;

    }



    for (i = 0; i < mc->compat_props->len; i++) {

        p = g_array_index(mc->compat_props, GlobalProperty *, i);



        qdev_prop_register_global(p);

    }

}"
590,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"bool virtio_scsi_handle_ctrl_vq(VirtIOSCSI *s, VirtQueue *vq)

{

    VirtIOSCSIReq *req;

    bool progress = false;



    virtio_scsi_acquire(s);

    while ((req = virtio_scsi_pop_req(s, vq))) {

        progress = true;

        virtio_scsi_handle_ctrl_req(s, req);

    }

    virtio_scsi_release(s);

    return progress;

}
"
591,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static TAPState *net_tap_fd_init(VLANState *vlan, int fd)

{

    TAPState *s;



    s = qemu_mallocz(sizeof(TAPState));

    if (!s)

        return NULL;

    s->fd = fd;

    s->vc = qemu_new_vlan_client(vlan, tap_receive, s);

    qemu_set_fd_handler(s->fd, tap_send, NULL, s);

    snprintf(s->vc->info_str, sizeof(s->vc->info_str), ""tap: fd=%d"", fd);

    return s;

}
"
592,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int decode_init_thread_copy(AVCodecContext *avctx)

{

    H264Context *h = avctx->priv_data;



    if (!avctx->internal->is_copy)

        return 0;

    memset(h->sps_buffers, 0, sizeof(h->sps_buffers));

    memset(h->pps_buffers, 0, sizeof(h->pps_buffers));




    h->rbsp_buffer[0]      = NULL;

    h->rbsp_buffer[1]      = NULL;

    h->rbsp_buffer_size[0] = 0;

    h->rbsp_buffer_size[1] = 0;

    h->context_initialized = 0;



    return 0;

}"
593,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void get_tmp_filename(char *filename, int size)

{

    char temp_dir[MAX_PATH];



    GetTempPath(MAX_PATH, temp_dir);

    GetTempFileName(temp_dir, ""qem"", 0, filename);

}
"
594,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void qxl_reset_surfaces(PCIQXLDevice *d)

{

    dprint(d, 1, ""%s:\n"", __FUNCTION__);

    d->mode = QXL_MODE_UNDEFINED;

    qemu_mutex_unlock_iothread();

    d->ssd.worker->destroy_surfaces(d->ssd.worker);

    qemu_mutex_lock_iothread();

    memset(&d->guest_surfaces.cmds, 0, sizeof(d->guest_surfaces.cmds));

}
"
595,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void do_subfeo (void)

{

    T2 = T0;

    T0 = T1 + ~T0 + xer_ca;

    if (likely(!((~T2 ^ T1 ^ (-1)) & (~T2 ^ T0) & (1 << 31)))) {

        xer_ov = 0;

    } else {

        xer_so = 1;

        xer_ov = 1;

    }

    if (likely(T0 >= T1 && (xer_ca == 0 || T0 != T1))) {

        xer_ca = 0;

    } else {

        xer_ca = 1;

    }

}
"
